shot_id,timestamp,magnitude1,magnitude2,magnitude3,magnitude4,magnitude5,magnitude6,magnitude7,magnitude8
61,1756300638.7992206,0.1688,0.1631,6.2528,24.8289,4.2839,1.1802,0.3647,0.3195
61,1756300640.5315437,0.3195,0.2427,19.7820,21.1220,2.1466,1.9549,0.8021,19.9669
62,1756300642.4692786,2.1466,1.9549,0.8021,19.9669,16.3717,1.7937,0.7346,4.0770
62,1756300646.6357713,0.7346,4.0770,1.7108,25.5928,15.2442,3.1565,1.2906,24.7217
63,1756300646.8671546,15.2442,3.1565,1.2906,24.7217,20.6449,3.5554,1.1216,11.9101
63,1756300648.619431,3.5554,1.1216,11.9101,27.5294,6.7051,3.5118,17.1208,3.8742
63,1756300649.9419096,27.5294,6.7051,3.5118,17.1208,3.8742,5.1660,3.2646,3.0028
63,1756300653.8151083,2.8640,5.1099,4.8337,32.4828,5.4857,2.6173,1.4291,1.3913
64,1756300655.2599454,2.6173,1.4291,1.3913,30.5851,3.3552,1.0383,28.8768,5.9561
64,1756300656.1881325,30.5851,3.3552,1.0383,28.8768,5.9561,1.7448,29.9362,15.5857
64,1756300657.4177787,28.8768,5.9561,1.7448,29.9362,15.5857,1.3987,2.4150,33.5473
64,1756300659.1524208,15.5857,1.3987,2.4150,33.5473,6.2066,1.3240,3.0545,32.7526
65,1756300660.5838583,6.2066,1.3240,3.0545,32.7526,4.3818,0.3036,27.9727,3.2075
65,1756300661.6056638,32.7526,4.3818,0.3036,27.9727,3.2075,1.6730,1.6992,28.0738
65,1756300662.8277323,3.2075,1.6730,1.6992,28.0738,10.1146,2.6511,0.6193,30.3212
65,1756300664.46163,10.1146,2.6511,0.6193,30.3212,10.7289,3.0156,32.1504,21.7743
66,1756300664.9809513,30.3212,10.7289,3.0156,32.1504,21.7743,4.8163,27.5759,11.9151
66,1756300665.806028,32.1504,21.7743,4.8163,27.5759,11.9151,2.6866,14.4726,33.3238
66,1756300666.9262905,11.9151,2.6866,14.4726,33.3238,5.3261,2.6447,10.4129,34.5984
66,1756300668.2512598,5.3261,2.6447,10.4129,34.5984,4.7333,4.9830,35.1998,3.2763
66,1756300669.3680875,34.5984,4.7333,4.9830,35.1998,3.2763,27.2524,6.5784,10.5509
66,1756300670.4866977,4.9830,35.1998,3.2763,27.2524,6.5784,10.5509,19.2851,17.9592
67,1756300671.2082531,27.2524,6.5784,10.5509,19.2851,17.9592,9.0325,0.7137,10.0451
67,1756300673.0450094,9.0325,0.7137,10.0451,15.5988,5.1128,7.2087,5.7827,9.8324
67,1756300676.8201165,0.3528,6.4314,5.1027,11.2350,8.8768,13.1138,11.6176,19.4529
68,1756300676.9321618,5.1027,11.2350,8.8768,13.1138,11.6176,19.4529,8.8787,5.5687
68,1756300677.5437067,8.8768,13.1138,11.6176,19.4529,8.8787,5.5687,24.8757,11.7537
68,1756300678.682445,19.4529,8.8787,5.5687,24.8757,11.7537,21.9164,7.3851,3.2950
68,1756300679.3961968,5.5687,24.8757,11.7537,21.9164,7.3851,3.2950,10.1633,2.7804
68,1756300681.0257292,21.9164,7.3851,3.2950,10.1633,2.7804,2.2481,3.7172,1.9514
68,1756300685.4090407,2.5347,6.5830,5.8191,33.0858,4.5109,20.2592,1.9041,7.9968
69,1756300685.9301693,5.8191,33.0858,4.5109,20.2592,1.9041,7.9968,2.4444,1.9205
69,1756300693.1499653,0.9587,1.7106,5.0485,20.5893,3.4283,6.6693,12.2913,31.1016
70,1756300694.7846413,3.4283,6.6693,12.2913,31.1016,2.6242,24.2590,15.6136,1.9298
70,1756300694.7896774,12.2913,31.1016,2.6242,24.2590,15.6136,1.9298,2.9642,27.9887
70,1756300695.8053558,15.6136,1.9298,2.9642,27.9887,3.3906,1.2415,0.7281,1.8130
70,1756300728.3505113,2.8793,3.9738,7.4989,17.7750,5.0333,4.3085,2.1019,3.2354
71,1756300739.250221,5.0353,6.1460,7.8492,22.1427,3.5318,1.3813,26.7032,2.4007
72,1756300740.5833123,22.1427,3.5318,1.3813,26.7032,2.4007,4.5724,1.7709,0.7591
1,1756301689.4167974,3.1446,4.2514,3.0611,28.9753,2.2568,4.4975,3.2064,1.7647
2,1756301689.4337966,4.4510,4.1686,6.3802,17.7100,7.2992,7.8413,2.5148,2.5034
2,1756301689.4467916,0.9993,1.7458,4.6380,28.3181,4.7640,7.1891,3.1534,2.9758
2,1756301689.4714322,2.4341,4.5268,5.6459,30.9146,2.9146,7.8679,13.5785,9.0881
2,1756301689.4753578,30.9146,2.9146,7.8679,13.5785,9.0881,2.1445,0.7441,1.1826
2,1756301689.5223644,1.4103,3.1087,16.0391,18.2428,9.5888,5.7514,6.1095,2.1588
2,1756301689.562939,0.5849,6.5331,18.4311,20.9894,8.2551,8.6446,8.6110,2.6268
2,1756301689.579454,0.4966,0.2823,3.0671,14.4889,7.8417,29.5251,7.0932,5.6868
2,1756301689.584456,3.0671,14.4889,7.8417,29.5251,7.0932,5.6868,6.0733,2.5491
2,1756301689.6154711,3.0210,5.0230,16.9047,18.1216,9.9638,14.3175,5.8159,2.4291
2,1756301689.6214573,16.9047,18.1216,9.9638,14.3175,5.8159,2.4291,1.7830,0.7923
2,1756301689.6906197,1.0058,6.8598,8.8006,25.9525,6.2587,6.9244,9.1170,2.9737
2,1756301689.7236192,5.1569,6.6826,6.8981,20.1177,15.6943,7.1838,17.1297,6.5359
2,1756301689.7276192,20.1177,15.6943,7.1838,17.1297,6.5359,2.4290,1.4639,1.0842
2,1756301689.776151,1.3712,5.7630,9.5848,28.4826,5.1847,2.6079,2.4567,21.5013
2,1756301689.7841651,5.1847,2.6079,2.4567,21.5013,12.2732,4.5848,2.1078,2.2559
2,1756301689.8211482,2.3242,3.4669,9.4966,11.3367,7.3150,6.2783,1.9040,29.9580
2,1756301689.82914,7.3150,6.2783,1.9040,29.9580,9.6708,2.5447,6.2786,6.8768
2,1756301689.8371582,2.5447,6.2786,6.8768,10.8284,6.2712,3.4910,2.5012,3.5000
2,1756301689.9622216,0.6411,2.6773,9.1942,23.6641,5.4140,3.9369,13.9919,12.6910
2,1756301689.9658556,23.6641,5.4140,3.9369,13.9919,12.6910,12.2587,6.4898,2.6328
2,1756301689.9923766,1.0444,6.8884,5.0797,33.7428,3.2029,12.8110,17.8697,6.0921
2,1756301689.996971,33.7428,3.2029,12.8110,17.8697,6.0921,5.9965,6.4959,3.8047
2,1756301690.0414896,2.0395,8.9026,5.3299,11.3479,6.9894,20.2429,15.6262,10.3393
2,1756301690.0454903,5.3299,11.3479,6.9894,20.2429,15.6262,10.3393,19.4633,5.6697
2,1756301690.0524905,20.2429,15.6262,10.3393,19.4633,5.6697,7.0724,2.5165,4.7065
2,1756301690.0730133,0.0990,2.0233,8.6369,15.2836,9.1517,24.9939,6.8933,11.2177
2,1756301690.0790107,8.6369,15.2836,9.1517,24.9939,6.8933,11.2177,11.2843,7.7250
2,1756301690.0880237,24.9939,6.8933,11.2177,11.2843,7.7250,6.4567,4.8460,5.0449
2,1756301690.1070151,9.7587,11.9931,13.2438,20.6330,14.3158,1.6459,12.6001,11.8097
2,1756301690.1120105,20.6330,14.3158,1.6459,12.6001,11.8097,4.6921,15.8101,4.1344
2,1756301690.1200106,12.6001,11.8097,4.6921,15.8101,4.1344,4.1069,3.5675,3.6803
2,1756301690.1410139,4.8030,8.1738,7.1388,17.5133,15.0228,14.5079,13.5679,8.9176
2,1756301690.1490123,14.5079,13.5679,8.9176,11.7345,3.3135,16.3561,3.2806,3.6940
2,1756301690.1530101,8.9176,11.7345,3.3135,16.3561,3.2806,3.6940,4.3720,5.5563
2,1756301690.1670172,4.3081,5.2230,3.3030,25.3550,11.0751,15.0553,16.4709,12.6935
2,1756301690.1710212,25.3550,11.0751,15.0553,16.4709,12.6935,1.9394,9.7196,6.9322
2,1756301690.199311,0.7231,1.2999,2.9206,16.6591,2.2694,2.4973,1.4804,3.4529
2,1756301690.2233112,8.9303,9.6399,5.4565,29.8784,9.1026,11.8202,9.1697,6.4379
2,1756301690.2293088,5.4565,29.8784,9.1026,11.8202,9.1697,6.4379,1.7108,1.0310
2,1756301690.24631,2.9002,11.7706,13.7666,21.5940,10.2920,15.4720,1.5204,2.2729
2,1756301690.2503142,13.7666,21.5940,10.2920,15.4720,1.5204,2.2729,1.1470,0.8161
2,1756301690.2734687,4.0456,8.1063,10.3713,12.0985,11.9915,11.1061,15.5987,2.3784
2,1756301690.2794616,12.0985,11.9915,11.1061,15.5987,2.3784,3.9619,2.8626,0.7322
2,1756301690.2981493,7.4873,7.8103,12.3356,23.2188,11.1754,18.6695,4.6117,1.6941
2,1756301690.3011494,12.3356,23.2188,11.1754,18.6695,4.6117,1.6941,0.8233,0.2090
2,1756301690.3191507,6.9963,11.9108,15.2296,22.7318,3.9227,10.9353,10.6579,8.3731
2,1756301690.32315,15.2296,22.7318,3.9227,10.9353,10.6579,8.3731,1.7309,0.4064
2,1756301690.341148,5.4213,5.7507,8.9889,24.8361,11.9467,9.0136,19.3912,11.8595
2,1756301690.3441489,24.8361,11.9467,9.0136,19.3912,11.8595,3.0190,4.5480,0.6652
2,1756301690.3581526,2.7334,8.0399,10.3605,34.4658,3.2994,14.3734,11.1578,9.1506
2,1756301690.3611536,10.3605,34.4658,3.2994,14.3734,11.1578,9.1506,1.0568,0.7852
2,1756301690.4026716,2.2717,1.6930,4.2412,10.9667,6.4530,1.6134,4.5345,1.5755
2,1756301690.4901,1.4433,0.1640,0.5320,13.9701,1.5621,0.1814,0.0224,0.0100
2,1756301690.5221026,2.9758,3.4978,4.1319,25.7003,7.5859,7.7779,5.2548,4.4710
2,1756301690.5371966,2.0237,6.4671,7.6674,28.7484,5.4068,5.8732,15.0151,16.2340
2,1756301690.5461967,5.4068,5.8732,15.0151,16.2340,6.5295,4.0053,4.6865,3.1856
2,1756301690.5572011,4.7432,8.0534,3.8493,13.2441,7.1511,6.1606,1.7533,6.8934
2,1756301690.565199,2.6282,2.6092,3.9252,20.9639,15.6741,10.3422,14.6014,13.0418
2,1756301690.569201,20.9639,15.6741,10.3422,14.6014,13.0418,8.1075,5.7273,3.5702
2,1756301690.5797126,8.1075,5.7273,3.5702,29.0455,3.9959,12.2567,17.0498,12.3697
2,1756301690.5857122,29.0455,3.9959,12.2567,17.0498,12.3697,3.0573,14.6590,24.2439
2,1756301690.596715,12.3697,3.0573,14.6590,24.2439,7.6030,15.1642,14.0292,12.0624
2,1756301690.6007116,14.6590,24.2439,7.6030,15.1642,14.0292,12.0624,10.7049,2.3557
2,1756301690.6137142,12.0624,10.7049,2.3557,21.8637,14.3352,17.3171,8.7691,1.6145
2,1756301690.6207159,2.3557,21.8637,14.3352,17.3171,8.7691,1.6145,3.7339,3.3205
2,1756301690.6413128,3.1658,2.1932,8.5872,24.8185,11.2813,3.3077,12.1776,7.6066
2,1756301690.6463075,24.8185,11.2813,3.3077,12.1776,7.6066,9.0674,7.9666,5.9975
2,1756301690.6583219,1.0364,2.5969,4.1802,21.4434,17.6787,5.1728,9.5170,12.7439
2,1756301690.667317,5.1728,9.5170,12.7439,13.0737,7.2231,5.9988,0.6250,0.8081
2,1756301690.6808262,0.6725,2.2490,5.7479,27.7672,10.6605,5.0659,9.9164,10.6280
2,1756301690.6918302,5.0659,9.9164,10.6280,11.4344,8.5715,6.0492,3.2426,0.2998
2,1756301690.7168264,2.8842,2.2263,4.7384,31.1203,5.9766,4.7126,9.7142,10.8791
2,1756301690.7258298,5.9766,4.7126,9.7142,10.8791,8.4556,6.8138,4.3163,2.4373
2,1756301690.754858,2.5788,7.1769,17.9665,20.0987,7.6958,3.5840,1.2072,4.3427
2,1756301690.783402,0.0000,0.0000,0.0000,12.4579,1.3901,0.1565,0.0173,0.0000
2,1756301690.9569325,5.0391,2.9619,8.3995,13.4059,8.9868,7.9906,7.8033,8.2738
2,1756301691.019029,4.5307,1.0176,0.6028,11.3301,1.2615,4.5169,1.5508,0.1700
2,1756301691.070522,1.1360,5.3698,3.2492,13.6600,4.8641,10.0843,15.5918,2.7573
2,1756301691.0740356,13.6600,4.8641,10.0843,15.5918,2.7573,6.9330,9.7322,5.9194
2,1756301691.0820363,9.7322,5.9194,6.2079,10.8346,10.5083,12.5140,12.4611,11.6662
2,1756301691.0880427,6.2079,10.8346,10.5083,12.5140,12.4611,11.6662,11.6613,11.1724
2,1756301691.262792,2.1400,2.6338,3.0616,10.8220,4.2600,0.6701,0.0768,0.0100
2,1756301691.317042,4.9624,2.9929,4.2278,11.2773,4.3844,2.6113,1.0341,1.0014
2,1756301691.3975413,3.1187,2.7889,11.0303,14.4867,12.6263,24.8580,4.5931,3.5590
2,1756301691.4015412,11.0303,14.4867,12.6263,24.8580,4.5931,3.5590,0.9774,1.0353
2,1756301691.419574,6.1208,6.2936,13.5747,13.7678,2.0454,2.3987,4.6767,2.4123
2,1756301691.430561,7.0119,6.8707,7.8191,14.6105,4.2558,10.9428,4.2304,10.3895
2,1756301691.436543,7.8191,14.6105,4.2558,10.9428,4.2304,10.3895,6.2203,10.0934
2,1756301691.4445415,4.2558,10.9428,4.2304,10.3895,6.2203,10.0934,11.6679,12.7505
2,1756301691.4555423,6.2203,10.0934,11.6679,12.7505,10.1697,24.9835,11.2175,12.8902
2,1756301691.459548,11.6679,12.7505,10.1697,24.9835,11.2175,12.8902,8.3519,17.7717
2,1756301691.46855,10.1697,24.9835,11.2175,12.8902,8.3519,17.7717,13.6115,12.9308
2,1756301691.4760604,11.2175,12.8902,8.3519,17.7717,13.6115,12.9308,16.3589,14.7748
2,1756301691.4850583,17.7717,13.6115,12.9308,16.3589,14.7748,13.9969,7.8036,13.6163
2,1756301691.4970598,14.7748,13.9969,7.8036,13.6163,9.7049,5.1348,16.5993,14.8611
2,1756301691.5020602,13.6163,9.7049,5.1348,16.5993,14.8611,0.6382,13.7041,6.1494
2,1756301691.510061,16.5993,14.8611,0.6382,13.7041,6.1494,3.9868,1.2410,12.3331
2,1756301691.5220683,6.1494,3.9868,1.2410,12.3331,10.1394,2.3224,21.8102,9.4373
2,1756301691.5280662,12.3331,10.1394,2.3224,21.8102,9.4373,4.5676,14.3632,16.1759
2,1756301691.5395794,9.4373,4.5676,14.3632,16.1759,5.2043,7.3124,2.2193,2.6993
2,1756301691.5495825,2.6993,4.6395,2.9776,19.2584,10.9543,14.2657,17.3065,5.7034
2,1756301691.5535812,19.2584,10.9543,14.2657,17.3065,5.7034,24.8050,13.4649,15.2999
2,1756301691.5625877,14.2657,17.3065,5.7034,24.8050,13.4649,15.2999,7.3438,5.5962
2,1756301691.581035,5.7034,24.8050,13.4649,15.2999,7.3438,5.5962,23.8052,2.4259
2,1756301691.5870368,15.2999,7.3438,5.5962,23.8052,2.4259,14.2698,11.4249,5.0150
2,1756301691.594035,5.5962,23.8052,2.4259,14.2698,11.4249,5.0150,1.3828,2.5142
2,1756301691.6100416,4.8923,3.7570,13.7911,18.5525,3.3502,12.9350,12.8766,11.2423
2,1756301691.6170337,13.7911,18.5525,3.3502,12.9350,12.8766,11.2423,20.5758,6.9005
2,1756301691.6250358,12.9350,12.8766,11.2423,20.5758,6.9005,9.9736,12.7542,8.4608
2,1756301691.632638,20.5758,6.9005,9.9736,12.7542,8.4608,4.8227,11.3710,18.9694
2,1756301691.645639,8.4608,4.8227,11.3710,18.9694,6.8620,12.2366,23.5274,14.7645
2,1756301691.6506398,18.9694,6.8620,12.2366,23.5274,14.7645,1.9042,6.6148,13.1110
2,1756301691.6616488,14.7645,1.9042,6.6148,13.1110,8.6598,4.0754,19.6288,19.5477
2,1756301691.6676476,13.1110,8.6598,4.0754,19.6288,19.5477,3.4085,2.8914,10.4867
2,1756301691.6778827,19.5477,3.4085,2.8914,10.4867,6.0775,3.1917,4.9220,2.3409
2,1756301691.6968775,3.9449,5.5681,12.3076,17.9710,13.6716,21.6859,6.7220,23.2195
2,1756301691.701878,12.3076,17.9710,13.6716,21.6859,6.7220,23.2195,6.2299,20.1367
2,1756301691.709879,13.6716,21.6859,6.7220,23.2195,6.2299,20.1367,5.3003,15.5006
2,1756301691.7158782,6.7220,23.2195,6.2299,20.1367,5.3003,15.5006,19.7899,1.5775
2,1756301691.7238822,20.1367,5.3003,15.5006,19.7899,1.5775,4.5002,5.0668,2.1443
2,1756301691.7408795,9.7975,5.6076,9.5867,25.4192,11.3533,18.6947,26.5994,6.7470
2,1756301691.7448788,25.4192,11.3533,18.6947,26.5994,6.7470,2.6668,5.0718,7.5487
2,1756301691.761895,9.7006,4.2538,11.6526,24.4116,3.1441,16.2999,14.3315,5.4488
2,1756301691.7669077,11.6526,24.4116,3.1441,16.2999,14.3315,5.4488,4.9317,17.2211
2,1756301691.778025,5.4488,4.9317,17.2211,20.9948,4.9858,7.4110,2.4365,0.7653
2,1756301691.7910206,0.2998,1.9487,11.7699,13.8524,5.3716,6.8199,13.7106,2.6554
2,1756301691.7950025,13.8524,5.3716,6.8199,13.7106,2.6554,6.9703,4.4584,4.0713
2,1756301691.8080006,2.8344,2.0383,4.1627,10.3093,7.3752,7.1001,27.5326,3.8656
2,1756301691.8130188,10.3093,7.3752,7.1001,27.5326,3.8656,3.5936,3.8261,4.1568
2,1756301691.8250194,6.9369,7.8670,4.3565,20.0546,5.2216,3.6334,3.4318,1.8854
2,1756301691.8390012,3.7806,9.7621,11.3337,14.1535,5.7020,2.5460,10.6143,2.3699
2,1756301691.8430004,14.1535,5.7020,2.5460,10.6143,2.3699,0.9106,0.8855,12.1608
2,1756301691.8580003,2.3699,0.9106,0.8855,12.1608,11.2549,9.7081,15.9810,4.0419
2,1756301691.8620045,12.1608,11.2549,9.7081,15.9810,4.0419,3.8636,5.3950,15.7417
2,1756301691.8745375,4.0419,3.8636,5.3950,15.7417,14.5165,7.4978,2.5758,3.4156
2,1756301691.8875184,3.5459,7.4196,11.2878,24.4732,7.4910,3.1876,11.4000,11.0748
2,1756301691.8915172,24.4732,7.4910,3.1876,11.4000,11.0748,23.3511,4.5305,4.3329
2,1756301691.8985164,3.1876,11.4000,11.0748,23.3511,4.5305,4.3329,15.6409,7.4753
2,1756301691.9035182,23.3511,4.5305,4.3329,15.6409,7.4753,4.1206,21.0899,2.2614
2,1756301691.910523,15.6409,7.4753,4.1206,21.0899,2.2614,1.4269,1.4475,1.6873
2,1756301692.0057354,0.2602,0.1221,0.3538,12.4977,10.7250,1.8996,7.9086,7.1104
2,1756301692.023751,1.6739,3.2601,15.1802,15.6841,2.0992,1.1661,1.0622,1.3722
2,1756301692.0287237,6.5640,2.7104,1.2701,10.8699,1.9783,2.0068,1.7033,0.9335
2,1756301692.0402334,1.3183,1.2121,0.8078,12.5445,12.4386,0.5616,6.5684,15.5045
2,1756301692.0482593,12.4386,0.5616,6.5684,15.5045,8.9622,3.7275,1.1155,14.1115
2,1756301692.0572379,8.9622,3.7275,1.1155,14.1115,11.2570,4.2340,5.2370,6.3913
2,1756301692.0682676,0.3941,1.3420,10.0782,11.7203,1.0543,3.1914,1.3793,0.9803
2,1756301692.403707,3.4245,1.5317,3.5190,10.1703,3.4717,1.8234,2.8949,1.9716
2,1756301692.4137096,1.8234,2.8949,1.9716,15.1332,3.3801,0.5471,0.8387,1.3738
2,1756301692.4356956,5.9690,2.7818,3.0162,10.8826,9.6096,2.8347,10.8517,7.0830
2,1756301692.4406784,10.8826,9.6096,2.8347,10.8517,7.0830,6.7467,6.2468,3.2039
2,1756301692.4546795,6.2468,3.2039,5.8143,16.3622,5.4996,13.5651,9.9790,6.5754
2,1756301692.4586782,5.8143,16.3622,5.4996,13.5651,9.9790,6.5754,9.0973,9.7993
2,1756301692.4666831,6.5754,9.0973,9.7993,10.2478,7.3042,6.5786,11.0552,5.1763
2,1756301692.4716825,10.2478,7.3042,6.5786,11.0552,5.1763,20.0343,4.4027,13.5129
2,1756301692.4801915,6.5786,11.0552,5.1763,20.0343,4.4027,13.5129,12.7028,3.9717
2,1756301692.4871945,5.1763,20.0343,4.4027,13.5129,12.7028,3.9717,3.2659,3.0641
2,1756301692.5091963,1.0719,0.3354,7.4455,13.2374,0.5219,5.5661,6.2013,2.8489
2,1756301692.5182028,4.1599,6.7494,5.7945,10.0692,3.2315,13.2648,12.7257,4.7423
2,1756301692.5302033,5.7945,10.0692,3.2315,13.2648,12.7257,4.7423,7.5656,0.5741
2,1756301692.5427241,6.0133,3.4483,11.3895,15.3107,5.6947,14.9761,2.4427,12.9616
2,1756301692.5477202,11.3895,15.3107,5.6947,14.9761,2.4427,12.9616,7.0870,3.2864
2,1756301692.5567276,5.6947,14.9761,2.4427,12.9616,7.0870,3.2864,11.6530,16.1068
2,1756301692.5657365,7.0870,3.2864,11.6530,16.1068,12.7866,4.0890,9.4062,9.7124
2,1756301692.5812693,4.0890,9.4062,9.7124,15.6690,6.0743,10.8301,12.8447,2.3542
2,1756301692.5892656,15.6690,6.0743,10.8301,12.8447,2.3542,6.8270,15.9978,6.4616
2,1756301692.5992706,12.8447,2.3542,6.8270,15.9978,6.4616,12.0654,2.0259,13.2103
2,1756301692.6152675,6.8270,15.9978,6.4616,12.0654,2.0259,13.2103,6.7288,13.4965
2,1756301692.6308405,6.4616,12.0654,2.0259,13.2103,6.7288,13.4965,1.5031,1.0040
2,1756301692.6408405,2.0259,13.2103,6.7288,13.4965,1.5031,1.0040,10.0395,19.7415
2,1756301692.6518424,1.5031,1.0040,10.0395,19.7415,9.1111,0.8436,1.5427,1.6672
2,1756301692.6718493,2.4225,9.7377,11.8422,13.3117,3.7839,6.6891,16.1674,10.7075
2,1756301692.6773708,13.3117,3.7839,6.6891,16.1674,10.7075,5.9950,8.5546,15.4541
2,1756301692.6893733,10.7075,5.9950,8.5546,15.4541,9.9151,5.7096,4.8013,3.2722
2,1756301692.7333732,2.3342,0.8801,2.4619,12.0049,1.1833,1.4722,3.0545,0.4513
2,1756301693.315417,0.0000,0.0000,0.0000,15.8728,1.6544,0.2722,0.2437,0.0812
2,1756301693.3644383,3.3597,2.9302,0.6192,10.9112,7.4335,3.8858,4.0999,8.6243
2,1756301693.3906999,5.2457,2.8327,12.4519,21.2125,5.5284,13.1250,7.8125,4.0931
2,1756301693.3937,12.4519,21.2125,5.5284,13.1250,7.8125,4.0931,0.3259,0.6067
2,1756301693.4316733,1.5679,2.8900,4.5750,27.7104,4.6047,1.7019,4.2545,8.3239
2,1756301693.473688,4.3608,3.7451,2.5145,28.3765,2.6022,13.3402,9.5649,5.1663
2,1756301693.480206,2.5145,28.3765,2.6022,13.3402,9.5649,5.1663,0.9041,1.1900
2,1756301693.5242102,4.4405,1.7411,14.5761,16.9626,6.5003,8.8616,2.6528,0.6522
2,1756301693.5474117,5.5902,4.4324,2.5672,23.1658,6.0615,7.4774,7.3449,4.0434
2,1756301693.590953,1.3242,1.1413,0.8959,29.0061,5.2798,7.6440,10.3176,6.8544
2,1756301693.5979495,29.0061,5.2798,7.6440,10.3176,6.8544,3.4916,1.3572,0.2394
2,1756301693.61795,4.1901,4.1667,5.2117,28.2749,2.4387,9.6076,8.2633,6.4527
2,1756301693.635584,5.2379,3.5494,5.6326,24.0050,5.6303,7.9794,7.4734,2.5187
2,1756301693.6881232,3.6167,4.0118,3.4581,24.8820,6.0520,4.2309,6.0773,7.3370
2,1756301693.7251294,1.1293,0.5728,3.3293,23.4931,4.7289,11.2687,8.0233,3.6445
2,1756301693.732124,3.3293,23.4931,4.7289,11.2687,8.0233,3.6445,1.0228,0.6680
2,1756301693.7561219,3.2549,1.6300,1.4342,21.6570,8.5475,8.7887,10.2345,4.8179
2,1756301693.764127,21.6570,8.5475,8.7887,10.2345,4.8179,1.1691,0.7039,0.3735
2,1756301693.8186533,1.3545,1.2268,5.2006,26.3929,4.8070,5.5412,10.7055,7.6534
2,1756301693.8266566,26.3929,4.8070,5.5412,10.7055,7.6534,4.0048,1.6236,0.4193
2,1756301693.8446507,3.8949,2.8463,2.2890,17.8284,16.6499,4.0589,7.1643,8.7505
2,1756301693.8696587,0.1187,0.3937,2.0624,25.7652,13.9823,6.1749,1.4803,0.3571
2,1756301693.9001753,2.4025,8.1516,9.2871,13.8137,8.8963,3.0935,2.3743,1.4645
2,1756301693.915177,0.4343,0.7566,0.6886,16.4615,5.3686,4.3430,2.2657,1.0340
2,1756301693.9251764,1.6192,1.1745,2.3558,26.6552,7.9895,12.3152,15.3826,1.5903
2,1756301693.9311738,26.6552,7.9895,12.3152,15.3826,1.5903,1.1625,0.5139,0.1212
2,1756301693.9481752,5.8381,3.9490,13.9035,30.9809,5.0555,0.5820,2.9900,9.2107
2,1756301693.958174,0.5820,2.9900,9.2107,13.1262,12.5998,2.5026,0.1667,0.7312
2,1756301693.9671876,0.3379,0.8569,3.6934,13.3607,11.2741,7.9593,16.9141,18.8691
2,1756301693.9765594,11.2741,7.9593,16.9141,18.8691,8.0654,8.6545,1.5195,0.5078
2,1756301693.9925601,1.0819,0.6917,4.4198,12.3653,6.0954,8.4602,3.5955,3.0614
2,1756301694.0015616,8.4602,3.5955,3.0614,17.0378,14.0374,3.0737,10.0094,5.1594
2,1756301694.007257,17.0378,14.0374,3.0737,10.0094,5.1594,3.1732,1.4719,0.5103
2,1756301694.0242777,6.2406,9.8715,8.1662,22.8535,6.2810,5.9922,3.4848,1.9915
2,1756301694.04178,0.0616,0.7570,5.3024,14.3495,3.7694,4.4711,15.9871,21.2329
2,1756301694.0507793,3.7694,4.4711,15.9871,21.2329,5.1464,12.3820,9.9717,6.3477
2,1756301694.054778,15.9871,21.2329,5.1464,12.3820,9.9717,6.3477,3.5910,3.7592
2,1756301694.0763893,3.0511,1.5565,1.1544,18.6274,11.5103,14.5678,3.2549,0.9565
2,1756301694.0803611,1.1544,18.6274,11.5103,14.5678,3.2549,0.9565,0.6051,0.3183
2,1756301694.0963602,2.8604,4.7025,7.6496,30.3456,4.5611,11.2005,13.5230,2.4440
2,1756301694.102362,30.3456,4.5611,11.2005,13.5230,2.4440,0.9007,0.6250,0.3619
2,1756301694.1163611,0.3574,2.3648,13.3708,19.1582,3.2714,17.1575,8.1783,1.2239
2,1756301694.1223927,13.3708,19.1582,3.2714,17.1575,8.1783,1.2239,0.6851,0.3239
2,1756301694.1353846,0.6251,2.0841,8.1921,25.3645,3.3040,10.3347,10.9203,3.4545
2,1756301694.141362,25.3645,3.3040,10.3347,10.9203,3.4545,1.5963,0.2881,0.4930
2,1756301694.158389,0.9362,0.2907,4.8858,10.0556,5.0521,4.9848,2.2815,2.1691
2,1756301694.172388,7.3392,8.6763,14.1153,17.0603,4.4560,3.6464,4.8919,6.0200
2,1756301694.1844187,7.4795,6.8424,3.4110,10.2869,6.4736,9.5554,25.2970,2.3569
2,1756301694.190387,10.2869,6.4736,9.5554,25.2970,2.3569,14.2849,9.8257,1.6810
2,1756301694.1993885,9.5554,25.2970,2.3569,14.2849,9.8257,1.6810,1.6455,3.2748
2,1756301694.2194142,2.9425,2.5552,1.4335,17.2859,9.5649,21.8108,8.0378,2.4688
2,1756301694.2243915,1.4335,17.2859,9.5649,21.8108,8.0378,2.4688,6.9849,2.8521
2,1756301694.2373931,2.8521,5.0540,4.4903,29.9861,2.9474,13.2505,11.4167,1.6907
2,1756301694.2423885,4.4903,29.9861,2.9474,13.2505,11.4167,1.6907,1.6457,3.4299
2,1756301694.2785373,0.3202,3.7394,10.0713,15.2327,6.4941,5.1941,4.1341,4.8028
2,1756301694.316169,0.4431,2.7800,6.1878,11.9785,3.4167,12.8531,3.0921,17.7647
2,1756301694.3201547,6.1878,11.9785,3.4167,12.8531,3.0921,17.7647,4.7871,16.9392
2,1756301694.3281665,3.4167,12.8531,3.0921,17.7647,4.7871,16.9392,3.3479,4.4407
2,1756301694.3371441,3.0921,17.7647,4.7871,16.9392,3.3479,4.4407,5.2375,1.9430
